,WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,Desc,Category,Sub-Category,SUMPRICE,COUNTPRICE,AVGPRICE,RELPRICE
171184,2010-01-20,367.0,3800031829,23.0,14.0,12.0,68.77,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.32,7,2.902857142857143,1.0300196850393701
174544,2010-01-27,367.0,1111085319,12.0,10.0,10.0,22.44,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.940000000000005,7,2.848571428571429,0.6564694082246739
174546,2010-01-27,367.0,1111085350,23.0,20.0,20.0,46.0,2.0,2.37,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.940000000000005,7,2.848571428571429,0.7021063189568705
174550,2010-01-27,367.0,1600027527,26.0,25.0,25.0,76.7,2.95,2.95,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.940000000000005,7,2.848571428571429,1.035606820461384
174551,2010-01-27,367.0,1600027528,29.0,19.0,6.0,133.11,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.940000000000005,7,2.848571428571429,1.6113340020060176
174552,2010-01-27,367.0,1600027564,39.0,33.0,27.0,109.2,2.8,3.29,1.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.940000000000005,7,2.848571428571429,0.9829488465396186
174553,2010-01-27,367.0,3000006340,8.0,6.0,4.0,21.92,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.940000000000005,7,2.848571428571429,0.9618856569709126
174559,2010-01-27,367.0,3800031829,29.0,25.0,13.0,86.71,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.940000000000005,7,2.848571428571429,1.0496489468405215
177969,2010-02-03,367.0,1111085319,9.0,8.0,8.0,17.01,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.840000000000003,7,2.9771428571428578,0.6348368522072935
177971,2010-02-03,367.0,1111085350,17.0,14.0,14.0,40.63,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.840000000000003,7,2.9771428571428578,0.8027831094049903
177975,2010-02-03,367.0,1600027527,11.0,11.0,11.0,32.45,2.95,2.95,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.840000000000003,7,2.9771428571428578,0.9908829174664106
177976,2010-02-03,367.0,1600027528,15.0,13.0,9.0,68.85,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.840000000000003,7,2.9771428571428578,1.5417466410748557
177977,2010-02-03,367.0,1600027564,21.0,19.0,10.0,69.09,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.840000000000003,7,2.9771428571428578,1.1050863723608444
177979,2010-02-03,367.0,3000006340,4.0,4.0,3.0,10.96,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.840000000000003,7,2.9771428571428578,0.920345489443378
177983,2010-02-03,367.0,3800031829,26.0,22.0,14.0,77.74,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.840000000000003,7,2.9771428571428578,1.0043186180422263
181296,2010-02-10,367.0,1111085319,23.0,19.0,19.0,37.95,1.65,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.119999999999997,7,2.874285714285714,0.5740556660039762
181298,2010-02-10,367.0,1111085350,20.0,20.0,20.0,47.6,2.38,2.38,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.119999999999997,7,2.874285714285714,0.8280318091451292
181302,2010-02-10,367.0,1600027527,24.0,24.0,24.0,74.64,3.11,3.11,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.119999999999997,7,2.874285714285714,1.0820079522862824
181303,2010-02-10,367.0,1600027528,21.0,19.0,13.0,96.39,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.119999999999997,7,2.874285714285714,1.5969184890656065
181304,2010-02-10,367.0,1600027564,26.0,25.0,25.0,69.16,2.66,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.119999999999997,7,2.874285714285714,0.9254473161033798
181305,2010-02-10,367.0,3000006340,8.0,6.0,6.0,21.92,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.119999999999997,7,2.874285714285714,0.9532803180914514
181310,2010-02-10,367.0,3800031829,41.0,33.0,25.0,122.59,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.119999999999997,7,2.874285714285714,1.040258449304175
184686,2010-02-17,367.0,1111085319,26.0,23.0,22.0,43.16,1.66,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,17.380000000000003,7,2.482857142857143,0.668584579976985
184688,2010-02-17,367.0,1111085350,26.0,25.0,25.0,60.58,2.33,2.33,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,17.380000000000003,7,2.482857142857143,0.9384349827387801
184692,2010-02-17,367.0,1600027527,25.0,23.0,23.0,74.5,2.98,2.98,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.380000000000003,7,2.482857142857143,1.200230149597238
184693,2010-02-17,367.0,1600027528,54.0,51.0,48.0,152.82,2.83,4.59,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.380000000000003,7,2.482857142857143,1.1398158803222094
184694,2010-02-17,367.0,1600027564,16.0,16.0,12.0,29.6,1.85,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.380000000000003,7,2.482857142857143,0.7451093210586881
184696,2010-02-17,367.0,3000006340,5.0,4.0,4.0,13.7,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,17.380000000000003,7,2.482857142857143,1.1035673187571922
184701,2010-02-17,367.0,3800031829,30.0,25.0,20.0,89.7,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,17.380000000000003,7,2.482857142857143,1.2042577675489068
188059,2010-02-24,367.0,1111085319,25.0,21.0,21.0,42.0,1.68,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.36,7,2.6228571428571428,0.6405228758169934
188061,2010-02-24,367.0,1111085350,12.0,11.0,11.0,27.96,2.33,2.33,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.36,7,2.6228571428571428,0.8883442265795207
188065,2010-02-24,367.0,1600027527,10.0,10.0,10.0,33.9,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.36,7,2.6228571428571428,1.292483660130719
188066,2010-02-24,367.0,1600027528,59.0,45.0,39.0,175.23,2.97,4.59,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.36,7,2.6228571428571428,1.1323529411764708
188067,2010-02-24,367.0,1600027564,16.0,16.0,11.0,36.16,2.26,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.36,7,2.6228571428571428,0.8616557734204793
188070,2010-02-24,367.0,3000006340,6.0,6.0,2.0,16.44,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.36,7,2.6228571428571428,1.044662309368192
188075,2010-02-24,367.0,3800031829,18.0,16.0,9.0,53.82,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.36,7,2.6228571428571428,1.1399782135076253
191455,2010-03-03,367.0,1111085319,9.0,9.0,8.0,15.03,1.67,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.46,7,2.922857142857143,0.5713587487781036
191457,2010-03-03,367.0,1111085350,17.0,14.0,13.0,40.29,2.37,2.37,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.46,7,2.922857142857143,0.8108504398826979
191461,2010-03-03,367.0,1600027527,11.0,11.0,11.0,37.29,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.46,7,2.922857142857143,1.159824046920821
191462,2010-03-03,367.0,1600027528,16.0,12.0,7.0,73.44,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.46,7,2.922857142857143,1.5703812316715542
191463,2010-03-03,367.0,1600027564,22.0,21.0,13.0,65.78,2.99,2.99,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.46,7,2.922857142857143,1.02297165200391
191465,2010-03-03,367.0,3000006340,6.0,6.0,4.0,16.44,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.46,7,2.922857142857143,0.9374389051808407
191469,2010-03-03,367.0,3800031829,43.0,38.0,21.0,116.53,2.71,2.99,1.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.46,7,2.922857142857143,0.9271749755620723
194897,2010-03-10,367.0,1111085319,17.0,16.0,16.0,27.88,1.64,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.270000000000003,7,2.8957142857142864,0.5663542180562406
194899,2010-03-10,367.0,1111085350,16.0,15.0,15.0,37.76,2.36,2.36,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.270000000000003,7,2.8957142857142864,0.8149975333004438
194903,2010-03-10,367.0,1600027527,15.0,15.0,15.0,50.85,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.270000000000003,7,2.8957142857142864,1.1706956092747902
194904,2010-03-10,367.0,1600027528,19.0,17.0,9.0,87.21,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.270000000000003,7,2.8957142857142864,1.5851011346817954
194905,2010-03-10,367.0,1600027564,18.0,17.0,14.0,46.08,2.56,2.99,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.270000000000003,7,2.8957142857142864,0.884065120868278
194907,2010-03-10,367.0,3000006340,13.0,13.0,9.0,35.62,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.270000000000003,7,2.8957142857142864,0.9462259496793289
194913,2010-03-10,367.0,3800031829,34.0,29.0,16.0,101.66,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.270000000000003,7,2.8957142857142864,1.0325604341391217
198326,2010-03-17,367.0,1111085319,1.0,1.0,1.0,1.87,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.620000000000005,7,2.945714285714286,0.6348205625606207
198328,2010-03-17,367.0,1111085350,12.0,9.0,9.0,23.76,1.98,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.620000000000005,7,2.945714285714286,0.6721629485935984
198331,2010-03-17,367.0,1600027527,10.0,9.0,9.0,33.9,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.620000000000005,7,2.945714285714286,1.1508244422890397
198332,2010-03-17,367.0,1600027528,8.0,6.0,4.0,36.72,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.620000000000005,7,2.945714285714286,1.5581959262851597
198333,2010-03-17,367.0,1600027564,7.0,7.0,5.0,21.42,3.06,3.06,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.620000000000005,7,2.945714285714286,1.0387972841901065
198334,2010-03-17,367.0,3000006340,1.0,1.0,1.0,2.74,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.620000000000005,7,2.945714285714286,0.9301648884578079
198337,2010-03-17,367.0,3800031829,9.0,8.0,7.0,26.91,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.620000000000005,7,2.945714285714286,1.0150339476236663
201459,2010-03-24,367.0,1111085319,7.0,6.0,6.0,13.02,1.86,1.86,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.51,7,2.93,0.6348122866894198
201461,2010-03-24,367.0,1111085350,13.0,13.0,12.0,26.0,2.0,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.51,7,2.93,0.68259385665529
201462,2010-03-24,367.0,1600027527,7.0,6.0,5.0,23.73,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.51,7,2.93,1.1569965870307166
201463,2010-03-24,367.0,1600027528,19.0,15.0,6.0,87.21,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.51,7,2.93,1.5665529010238906
201464,2010-03-24,367.0,1600027564,16.0,14.0,12.0,49.28,3.08,3.08,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.51,7,2.93,1.0511945392491466
201466,2010-03-24,367.0,3000006340,5.0,5.0,5.0,13.7,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.51,7,2.93,0.9351535836177475
201470,2010-03-24,367.0,3800031829,43.0,35.0,25.0,122.55,2.85,2.99,1.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.51,7,2.93,0.9726962457337883
204860,2010-03-31,367.0,1111085319,6.0,5.0,5.0,11.16,1.86,1.86,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.37,7,2.91,0.6391752577319587
204862,2010-03-31,367.0,1111085350,27.0,21.0,21.0,53.19,1.97,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.37,7,2.91,0.6769759450171821
204866,2010-03-31,367.0,1600027527,10.0,10.0,10.0,30.5,3.05,3.39,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.37,7,2.91,1.0481099656357387
204867,2010-03-31,367.0,1600027528,25.0,19.0,11.0,114.75,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.37,7,2.91,1.577319587628866
204868,2010-03-31,367.0,1600027564,46.0,38.0,18.0,151.34,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.37,7,2.91,1.1305841924398625
204870,2010-03-31,367.0,3000006340,10.0,9.0,7.0,27.4,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.37,7,2.91,0.9415807560137457
204875,2010-03-31,367.0,3800031829,32.0,28.0,18.0,91.84,2.87,2.99,1.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.37,7,2.91,0.986254295532646
208303,2010-04-07,367.0,1111085319,16.0,16.0,16.0,26.56,1.66,1.86,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.380000000000003,7,2.911428571428572,0.5701668302257114
208305,2010-04-07,367.0,1111085350,22.0,21.0,21.0,42.9,1.95,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.380000000000003,7,2.911428571428572,0.6697742885181549
208309,2010-04-07,367.0,1600027527,15.0,15.0,15.0,47.4,3.16,3.16,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.380000000000003,7,2.911428571428572,1.085377821393523
208310,2010-04-07,367.0,1600027528,36.0,22.0,15.0,165.24,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.380000000000003,7,2.911428571428572,1.576545632973503
208311,2010-04-07,367.0,1600027564,15.0,15.0,8.0,49.35,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.380000000000003,7,2.911428571428572,1.1300294406280667
208314,2010-04-07,367.0,3000006340,16.0,15.0,12.0,43.84,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.380000000000003,7,2.911428571428572,0.9411187438665357
208319,2010-04-07,367.0,3800031829,35.0,28.0,15.0,104.65,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.380000000000003,7,2.911428571428572,1.0269872423945043
211767,2010-04-14,367.0,1111085319,31.0,30.0,29.0,51.15,1.65,1.86,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.22,7,2.8885714285714283,0.5712166172106825
211769,2010-04-14,367.0,1111085350,23.0,21.0,21.0,45.08,1.96,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.22,7,2.8885714285714283,0.6785361028684471
211773,2010-04-14,367.0,1600027527,18.0,18.0,18.0,61.02,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.22,7,2.8885714285714283,1.1735905044510386
211774,2010-04-14,367.0,1600027528,24.0,21.0,11.0,110.16,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.22,7,2.8885714285714283,1.589020771513353
211775,2010-04-14,367.0,1600027564,17.0,16.0,12.0,49.3,2.9,3.29,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.22,7,2.8885714285714283,1.0039564787339268
211777,2010-04-14,367.0,3000006340,5.0,5.0,4.0,13.7,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.22,7,2.8885714285714283,0.9485657764589517
211781,2010-04-14,367.0,3800031829,35.0,28.0,18.0,104.65,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.22,7,2.8885714285714283,1.0351137487636006
215185,2010-04-21,367.0,1111085319,30.0,26.0,25.0,49.5,1.65,1.86,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,17.659999999999997,6,2.943333333333333,0.5605889014722537
215187,2010-04-21,367.0,1111085350,28.0,22.0,21.0,54.88,1.96,2.36,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,17.659999999999997,6,2.943333333333333,0.6659116647791621
215191,2010-04-21,367.0,1600027527,16.0,15.0,15.0,50.88,3.18,3.18,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.659999999999997,6,2.943333333333333,1.0804077010192528
215192,2010-04-21,367.0,1600027528,23.0,20.0,11.0,105.57,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.659999999999997,6,2.943333333333333,1.5594563986409968
215193,2010-04-21,367.0,1600027564,15.0,14.0,12.0,49.35,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,17.659999999999997,6,2.943333333333333,1.1177802944507362
215199,2010-04-21,367.0,3800031829,30.0,24.0,14.0,89.7,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,17.659999999999997,6,2.943333333333333,1.0158550396375994
218620,2010-04-28,367.0,1111085319,18.0,16.0,16.0,30.06,1.67,1.86,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.660000000000004,7,2.951428571428572,0.5658276863504355
218622,2010-04-28,367.0,1111085350,28.0,22.0,22.0,55.72,1.99,1.99,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.660000000000004,7,2.951428571428572,0.6742497579864472
218626,2010-04-28,367.0,1600027527,7.0,7.0,7.0,23.73,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.660000000000004,7,2.951428571428572,1.1485963213939978
218627,2010-04-28,367.0,1600027528,34.0,29.0,13.0,156.06,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.660000000000004,7,2.951428571428572,1.5551790900290412
218628,2010-04-28,367.0,1600027564,25.0,25.0,17.0,82.25,3.29,3.29,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.660000000000004,7,2.951428571428572,1.1147144240077442
218630,2010-04-28,367.0,3000006340,5.0,5.0,3.0,13.7,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.660000000000004,7,2.951428571428572,0.9283639883833493
218635,2010-04-28,367.0,3800031829,26.0,22.0,11.0,77.74,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.660000000000004,7,2.951428571428572,1.0130687318489835
222073,2010-05-05,367.0,1111085319,8.0,8.0,8.0,14.96,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.44,7,2.9200000000000004,0.6404109589041096
222075,2010-05-05,367.0,1111085350,26.0,23.0,23.0,51.48,1.98,1.98,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.44,7,2.9200000000000004,0.6780821917808219
222079,2010-05-05,367.0,1600027527,13.0,13.0,13.0,44.07,3.39,3.39,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.44,7,2.9200000000000004,1.160958904109589
222080,2010-05-05,367.0,1600027528,20.0,16.0,9.0,91.8,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.44,7,2.9200000000000004,1.5719178082191778
222081,2010-05-05,367.0,1600027564,25.0,20.0,15.0,75.75,3.03,3.03,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.44,7,2.9200000000000004,1.0376712328767121
222082,2010-05-05,367.0,3000006340,2.0,2.0,2.0,5.48,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.44,7,2.9200000000000004,0.9383561643835616
222086,2010-05-05,367.0,3800031829,29.0,24.0,8.0,82.36,2.84,2.99,1.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.44,7,2.9200000000000004,0.9726027397260272
225551,2010-05-12,367.0,1111085319,6.0,5.0,5.0,11.28,1.88,1.88,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.560000000000002,7,2.9371428571428573,0.6400778210116731
225553,2010-05-12,367.0,1111085350,6.0,5.0,5.0,11.88,1.98,1.98,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.560000000000002,7,2.9371428571428573,0.674124513618677
225557,2010-05-12,367.0,1600027527,19.0,18.0,18.0,60.99,3.21,3.21,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.560000000000002,7,2.9371428571428573,1.0928988326848248
225558,2010-05-12,367.0,1600027528,27.0,22.0,14.0,123.93,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.560000000000002,7,2.9371428571428573,1.5627431906614784
225559,2010-05-12,367.0,1600027564,28.0,24.0,18.0,88.76,3.17,3.17,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.560000000000002,7,2.9371428571428573,1.0792801556420233
225560,2010-05-12,367.0,3000006340,9.0,8.0,6.0,24.66,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.560000000000002,7,2.9371428571428573,0.9328793774319066
225566,2010-05-12,367.0,3800031829,30.0,22.0,13.0,89.7,2.99,2.99,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.560000000000002,7,2.9371428571428573,1.0179961089494163
229049,2010-05-19,367.0,1111085319,17.0,15.0,14.0,30.6,1.8,1.8,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.0,7,2.7142857142857144,0.6631578947368421
229051,2010-05-19,367.0,1111085350,37.0,32.0,32.0,72.15,1.95,1.95,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.0,7,2.7142857142857144,0.7184210526315788
229055,2010-05-19,367.0,1600027527,18.0,17.0,16.0,51.12,2.84,3.21,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.0,7,2.7142857142857144,1.046315789473684
229056,2010-05-19,367.0,1600027528,29.0,22.0,14.0,133.11,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.0,7,2.7142857142857144,1.6910526315789471
