quarter_ending,HSC_trust,specialty,program,0-6_weeks,>6-13_weeks,>13-21_weeks,>21-26_weeks,>26-52_weeks,>52_weeks,>26-30_weeks
30-Sep-10,Southern,Urology,Acute Services,107,86,61,38,--,,--
30-Sep-10,Southern,T & O Surgery,Acute Services,56,34,15,2,--,,--
30-Sep-10,Southern,ENT,Acute Services,87,85,4,0,--,,--
30-Sep-10,Southern,Ophthalmology,Acute Services,86,79,10,4,--,,--
30-Sep-10,Southern,Oral Surgery,Acute Services,16,15,0,0,--,,--
30-Sep-10,Southern,Paediatric Dentistry,Acute Services,8,4,1,0,--,,--
30-Sep-10,Southern,Pain Management,Acute Services,83,75,101,9,--,,--
30-Sep-10,Southern,General Medicine,Acute Services,2,2,3,0,--,,--
30-Sep-10,Southern,Gastroenterology,Acute Services,273,155,141,104,--,,--
30-Sep-10,Southern,Haematology (Clinical),Acute Services,2,4,0,0,--,,--
30-Sep-10,Southern,Cardiology,Acute Services,179,229,128,48,--,,--
30-Sep-10,Southern,Dermatology,Acute Services,119,24,3,0,--,,--
30-Sep-10,Southern,Thoracic Medicine,Acute Services,42,0,7,2,--,,--
30-Sep-10,Southern,Neurology,Acute Services,4,0,0,0,--,,--
30-Sep-10,Southern,Rheumatology,Acute Services,132,200,240,102,--,,--
30-Sep-10,Southern,Paediatrics,Acute Services,2,0,2,0,--,,--
30-Sep-10,Southern,Gynaecology,Acute Services,165,123,10,0,--,,--
30-Sep-10,Southern,GP Other,Acute Services,83,14,1,0,--,,--
30-Sep-10,Western,General Surgery,Acute Services,517,259,159,50,--,,--
30-Sep-10,Western,Urology,Acute Services,178,114,92,21,--,,--
30-Sep-10,Western,T & O Surgery,Acute Services,64,59,52,16,--,,--
30-Sep-10,Western,ENT,Acute Services,48,20,3,0,--,,--
30-Sep-10,Western,Ophthalmology,Acute Services,302,195,45,8,--,,--
30-Sep-10,Western,Oral Surgery,Acute Services,209,32,9,0,--,,--
30-Sep-10,Western,Pain Management,Acute Services,63,49,35,6,--,,--
30-Sep-10,Western,General Medicine,Acute Services,738,639,425,95,--,,--
30-Sep-10,Western,Cardiology,Acute Services,56,37,4,0,--,,--
30-Sep-10,Western,Paediatrics,Acute Services,2,0,1,2,--,,--
30-Sep-10,Western,Gynaecology,Acute Services,151,114,67,17,--,,--
30-Sep-10,Western,GP Other,Acute Services,66,5,0,0,--,,--
31-Dec-10,Belfast,General Surgery,Acute Services,234,242,177,67,--,,--
31-Dec-10,Belfast,Urology,Acute Services,24,40,53,17,--,,--
31-Dec-10,Belfast,T & O Surgery,Acute Services,4,5,0,0,--,,--
31-Dec-10,Belfast,ENT,Acute Services,144,151,100,31,--,,--
31-Dec-10,Belfast,Ophthalmology,Acute Services,345,478,310,40,--,,--
31-Dec-10,Belfast,Oral Surgery,Acute Services,30,49,33,19,--,,--
31-Dec-10,Belfast,Paediatric Dentistry,Acute Services,21,20,13,6,--,,--
31-Dec-10,Belfast,Neurosurgery,Acute Services,24,28,14,5,--,,--
31-Dec-10,Belfast,Plastic Surgery,Acute Services,36,68,27,0,--,,--
31-Dec-10,Belfast,Paediatric Surgery,Acute Services,42,59,48,18,--,,--
31-Dec-10,Belfast,Thoracic Surgery,Acute Services,0,1,0,0,--,,--
31-Dec-10,Belfast,General Medicine,Acute Services,202,102,66,15,--,,--
31-Dec-10,Belfast,Gastroenterology,Acute Services,237,214,96,47,--,,--
31-Dec-10,Belfast,Endocrinology,Acute Services,14,3,1,0,--,,--
31-Dec-10,Belfast,Cardiology,Acute Services,82,76,38,16,--,,--
31-Dec-10,Belfast,Dermatology,Acute Services,30,20,18,1,--,,--
31-Dec-10,Belfast,Neurology,Acute Services,3,0,0,0,--,,--
31-Dec-10,Belfast,Paediatrics,Acute Services,9,21,16,1,--,,--
31-Dec-10,Belfast,Gynaecology,Acute Services,91,132,41,4,--,,--
31-Dec-10,Belfast,Radiology,Acute Services,8,5,0,0,--,,--
31-Dec-10,Belfast,General Surgery,Acute Services,129,128,73,33,--,,--
31-Dec-10,Belfast,Urology,Acute Services,501,446,297,102,--,,--
31-Dec-10,Belfast,ENT,Acute Services,35,43,1,2,--,,--
31-Dec-10,Belfast,Oral Surgery,Acute Services,3,1,0,0,--,,--
31-Dec-10,Belfast,Plastic Surgery,Acute Services,0,0,1,0,--,,--
31-Dec-10,Belfast,Pain Management,Acute Services,57,88,108,65,--,,--
31-Dec-10,Belfast,Gastroenterology,Acute Services,316,237,47,55,--,,--
31-Dec-10,Belfast,Cardiology,Acute Services,85,58,35,0,--,,--
31-Dec-10,Belfast,Nephrology,Acute Services,29,16,0,0,--,,--
31-Dec-10,Belfast,Gynaecology,Acute Services,79,119,66,26,--,,--
31-Dec-10,Belfast,Radiology,Acute Services,2,2,0,0,--,,--
31-Dec-10,Belfast,T & O Surgery,Acute Services,136,234,198,61,--,,--
31-Dec-10,Belfast,Pain Management,Acute Services,23,66,72,15,--,,--
31-Dec-10,Belfast,Rheumatology,Acute Services,4,0,0,0,--,,--
31-Dec-10,Belfast,General Surgery,Acute Services,149,192,109,17,--,,--
31-Dec-10,Belfast,Urology,Acute Services,91,80,45,4,--,,--
31-Dec-10,Belfast,Ophthalmology,Acute Services,445,655,131,18,--,,--
31-Dec-10,Belfast,Oral Surgery,Acute Services,1,0,0,0,--,,--
31-Dec-10,Belfast,Pain Management,Acute Services,49,35,48,13,--,,--
31-Dec-10,Belfast,General Medicine,Acute Services,175,293,211,115,--,,--
31-Dec-10,Belfast,Cardiology,Acute Services,7,18,10,3,--,,--
31-Dec-10,Belfast,Gynaecology,Acute Services,21,8,4,0,--,,--
31-Dec-10,Northern,General Surgery,Acute Services,258,218,40,17,--,,--
31-Dec-10,Northern,Urology,Acute Services,154,115,33,10,--,,--
31-Dec-10,Northern,ENT,Acute Services,16,1,0,0,--,,--
31-Dec-10,Northern,Pain Management,Acute Services,35,52,21,12,--,,--
31-Dec-10,Northern,General Medicine,Acute Services,83,120,81,33,--,,--
31-Dec-10,Northern,Gastroenterology,Acute Services,10,2,0,0,--,,--
31-Dec-10,Northern,Dermatology,Acute Services,9,25,19,12,--,,--
31-Dec-10,Northern,Gynaecology,Acute Services,63,33,5,2,--,,--
31-Dec-10,Northern,GP Other,Acute Services,26,3,0,0,--,,--
31-Dec-10,Northern,General Surgery,Acute Services,651,388,193,77,--,,--
31-Dec-10,Northern,ENT,Acute Services,59,41,14,5,--,,--
31-Dec-10,Northern,Ophthalmology,Acute Services,8,9,3,0,--,,--
31-Dec-10,Northern,Oral Surgery,Acute Services,3,13,1,0,--,,--
31-Dec-10,Northern,Pain Management,Acute Services,20,4,0,3,--,,--
31-Dec-10,Northern,General Medicine,Acute Services,28,12,4,6,--,,--
31-Dec-10,Northern,Gastroenterology,Acute Services,473,337,254,135,--,,--
31-Dec-10,Northern,Dermatology,Acute Services,19,4,0,0,--,,--
31-Dec-10,Northern,Gynaecology,Acute Services,142,140,64,21,--,,--
31-Dec-10,Northern,GP Other,Acute Services,70,15,1,2,--,,--
31-Dec-10,South Eastern,General Surgery,Acute Services,321,145,63,9,--,,--
31-Dec-10,South Eastern,Urology,Acute Services,139,53,11,0,--,,--
31-Dec-10,South Eastern,T & O Surgery,Acute Services,13,5,0,0,--,,--
31-Dec-10,South Eastern,ENT,Acute Services,34,27,3,0,--,,--
31-Dec-10,South Eastern,Oral Surgery,Acute Services,13,7,2,0,--,,--
31-Dec-10,South Eastern,Plastic Surgery,Acute Services,162,148,59,35,--,,--
31-Dec-10,South Eastern,Paediatric Surgery,Acute Services,50,58,4,0,--,,--
31-Dec-10,South Eastern,Pain Management,Acute Services,34,34,2,0,--,,--
31-Dec-10,South Eastern,General Medicine,Acute Services,208,153,120,21,--,,--
31-Dec-10,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,--,,--
31-Dec-10,South Eastern,Cardiology,Acute Services,60,53,39,7,--,,--
31-Dec-10,South Eastern,Dermatology,Acute Services,35,66,57,17,--,,--
31-Dec-10,South Eastern,Paediatrics,Acute Services,38,2,0,0,--,,--
31-Dec-10,South Eastern,Gynaecology,Acute Services,133,148,38,2,--,,--
31-Dec-10,South Eastern,GP Other,Acute Services,3,0,0,0,--,,--
31-Dec-10,South Eastern,Clinical Oncology,Acute Services,1,0,0,0,--,,--
31-Dec-10,South Eastern,General Surgery,Acute Services,282,232,36,1,--,,--
31-Dec-10,South Eastern,Urology,Acute Services,122,51,21,3,--,,--
31-Dec-10,South Eastern,T & O Surgery,Acute Services,4,0,0,0,--,,--
31-Dec-10,South Eastern,ENT,Acute Services,11,6,0,0,--,,--
31-Dec-10,South Eastern,Ophthalmology,Acute Services,84,24,0,0,--,,--
31-Dec-10,South Eastern,Oral Surgery,Acute Services,33,19,0,0,--,,--
31-Dec-10,South Eastern,Plastic Surgery,Acute Services,1,13,2,0,--,,--
31-Dec-10,South Eastern,General Medicine,Acute Services,76,101,3,1,--,,--
31-Dec-10,South Eastern,Gastroenterology,Acute Services,47,11,7,0,--,,--
31-Dec-10,South Eastern,Gynaecology,Acute Services,46,23,5,1,--,,--
31-Dec-10,South Eastern,GP Other,Acute Services,24,1,0,0,--,,--
31-Dec-10,South Eastern,Geriatric Medicine,Elderly Care,46,1,1,0,--,,--
31-Dec-10,Southern,General Surgery,Acute Services,765,682,345,111,--,,--
31-Dec-10,Southern,Urology,Acute Services,146,151,100,48,--,,--
31-Dec-10,Southern,T & O Surgery,Acute Services,41,58,22,8,--,,--
31-Dec-10,Southern,ENT,Acute Services,115,49,0,0,--,,--
31-Dec-10,Southern,Ophthalmology,Acute Services,71,76,3,0,--,,--
31-Dec-10,Southern,Oral Surgery,Acute Services,48,9,6,0,--,,--
31-Dec-10,Southern,Paediatric Dentistry,Acute Services,4,2,0,0,--,,--
31-Dec-10,Southern,Pain Management,Acute Services,77,102,77,45,--,,--
31-Dec-10,Southern,General Medicine,Acute Services,3,0,0,0,--,,--
31-Dec-10,Southern,Gastroenterology,Acute Services,248,206,192,82,--,,--
31-Dec-10,Southern,Haematology (Clinical),Acute Services,8,0,0,0,--,,--
31-Dec-10,Southern,Cardiology,Acute Services,209,255,147,95,--,,--
31-Dec-10,Southern,Dermatology,Acute Services,52,61,0,0,--,,--
31-Dec-10,Southern,Thoracic Medicine,Acute Services,12,0,0,0,--,,--
31-Dec-10,Southern,Neurology,Acute Services,2,0,0,0,--,,--
31-Dec-10,Southern,Rheumatology,Acute Services,120,197,195,90,--,,--
31-Dec-10,Southern,Paediatrics,Acute Services,1,1,1,0,--,,--
31-Dec-10,Southern,Gynaecology,Acute Services,157,91,6,0,--,,--
31-Dec-10,Southern,GP Other,Acute Services,70,8,2,3,--,,--
31-Dec-10,Southern,Clinical Oncology,Acute Services,2,0,0,0,--,,--
31-Dec-10,Western,General Surgery,Acute Services,192,189,148,49,--,,--
31-Dec-10,Western,Urology,Acute Services,154,127,56,29,--,,--
31-Dec-10,Western,T & O Surgery,Acute Services,120,200,74,22,--,,--
31-Dec-10,Western,ENT,Acute Services,37,3,0,1,--,,--
31-Dec-10,Western,Ophthalmology,Acute Services,289,179,19,4,--,,--
31-Dec-10,Western,Oral Surgery,Acute Services,183,77,4,0,--,,--
31-Dec-10,Western,Pain Management,Acute Services,29,35,31,9,--,,--
31-Dec-10,Western,General Medicine,Acute Services,580,551,505,130,--,,--
31-Dec-10,Western,Cardiology,Acute Services,46,47,8,0,--,,--
31-Dec-10,Western,Paediatrics,Acute Services,4,2,0,0,--,,--
31-Dec-10,Western,Gynaecology,Acute Services,49,88,28,8,--,,--
31-Dec-10,Western,GP Other,Acute Services,50,4,0,0,--,,--
31-Dec-10,Western,General Surgery,Acute Services,383,206,52,21,--,,--
31-Dec-10,Western,Urology,Acute Services,23,2,1,0,--,,--
31-Dec-10,Western,ENT,Acute Services,27,15,0,0,--,,--
31-Dec-10,Western,Ophthalmology,Acute Services,74,103,4,0,--,,--
31-Dec-10,Western,Pain Management,Acute Services,35,18,0,0,--,,--
31-Dec-10,Western,General Medicine,Acute Services,209,158,28,4,--,,--
31-Dec-10,Western,Cardiology,Acute Services,2,1,0,0,--,,--
31-Dec-10,Western,Nephrology,Acute Services,1,0,0,0,--,,--
31-Dec-10,Western,Gynaecology,Acute Services,90,55,9,6,--,,--
31-Mar-11,Belfast,General Surgery,Acute Services,569,432,336,197,--,,--
31-Mar-11,Belfast,Urology,Acute Services,576,553,401,230,--,,--
31-Mar-11,Belfast,T & O Surgery,Acute Services,44,207,190,83,--,,--
31-Mar-11,Belfast,ENT,Acute Services,201,228,195,27,--,,--
31-Mar-11,Belfast,Ophthalmology,Acute Services,937,"1,261",505,49,--,,--
31-Mar-11,Belfast,Oral Surgery,Acute Services,29,13,40,27,--,,--
31-Mar-11,Belfast,Paediatric Dentistry,Acute Services,21,30,17,4,--,,--
31-Mar-11,Belfast,Neurosurgery,Acute Services,16,31,9,3,--,,--
31-Mar-11,Belfast,Plastic Surgery,Acute Services,49,61,26,7,--,,--
31-Mar-11,Belfast,Cardiac Surgery,Acute Services,0,1,0,0,--,,--
31-Mar-11,Belfast,Paediatric Surgery,Acute Services,62,58,51,34,--,,--
31-Mar-11,Belfast,Pain Management,Acute Services,83,171,200,115,--,,--
31-Mar-11,Belfast,General Medicine,Acute Services,375,345,253,122,--,,--
31-Mar-11,Belfast,Gastroenterology,Acute Services,475,394,204,140,--,,--
31-Mar-11,Belfast,Endocrinology,Acute Services,6,1,0,0,--,,--
31-Mar-11,Belfast,Cardiology,Acute Services,231,153,0,0,--,,--
31-Mar-11,Belfast,Dermatology,Acute Services,24,12,8,1,--,,--
31-Mar-11,Belfast,Nephrology,Acute Services,10,13,0,0,--,,--
31-Mar-11,Belfast,Neurology,Acute Services,16,9,0,0,--,,--
31-Mar-11,Belfast,Rheumatology,Acute Services,1,3,0,0,--,,--
31-Mar-11,Belfast,Paediatrics,Acute Services,14,9,0,1,--,,--
31-Mar-11,Belfast,Gynaecology,Acute Services,192,208,150,38,--,,--
31-Mar-11,Belfast,Radiology,Acute Services,11,7,0,0,--,,--
31-Mar-11,Northern,General Surgery,Acute Services,974,683,359,116,--,,--
31-Mar-11,Northern,Urology,Acute Services,149,95,47,14,--,,--
31-Mar-11,Northern,ENT,Acute Services,102,55,9,0,--,,--
31-Mar-11,Northern,Ophthalmology,Acute Services,5,17,3,1,--,,--
31-Mar-11,Northern,Oral Surgery,Acute Services,1,10,5,1,--,,--
31-Mar-11,Northern,Paediatric Dentistry,Acute Services,58,4,0,0,--,,--
31-Mar-11,Northern,Anaesthetics,Acute Services,4,24,0,0,--,,--
31-Mar-11,Northern,Pain Management,Acute Services,62,81,33,0,--,,--
31-Mar-11,Northern,General Medicine,Acute Services,208,103,91,57,--,,--
31-Mar-11,Northern,Gastroenterology,Acute Services,587,400,197,87,--,,--
31-Mar-11,Northern,Dermatology,Acute Services,40,17,0,0,--,,--
31-Mar-11,Northern,Thoracic Medicine,Acute Services,1,0,0,0,--,,--
31-Mar-11,Northern,Gynaecology,Acute Services,234,229,138,36,--,,--
31-Mar-11,Northern,GP Other,Acute Services,69,7,0,1,--,,--
31-Mar-11,South Eastern,General Surgery,Acute Services,512,258,68,14,--,,--
31-Mar-11,South Eastern,Urology,Acute Services,297,150,66,7,--,,--
31-Mar-11,South Eastern,T & O Surgery,Acute Services,6,1,0,0,--,,--
31-Mar-11,South Eastern,ENT,Acute Services,37,86,23,1,--,,--
31-Mar-11,South Eastern,Ophthalmology,Acute Services,140,107,0,0,--,,--
31-Mar-11,South Eastern,Oral Surgery,Acute Services,44,16,2,1,--,,--
31-Mar-11,South Eastern,Neurosurgery,Acute Services,0,1,0,0,--,,--
31-Mar-11,South Eastern,Plastic Surgery,Acute Services,182,101,70,69,--,,--
31-Mar-11,South Eastern,Paediatric Surgery,Acute Services,20,38,26,0,--,,--
31-Mar-11,South Eastern,Pain Management,Acute Services,27,34,0,0,--,,--
31-Mar-11,South Eastern,General Medicine,Acute Services,416,206,30,13,--,,--
31-Mar-11,South Eastern,Gastroenterology,Acute Services,38,24,0,0,--,,--
31-Mar-11,South Eastern,Haematology (Clinical),Acute Services,2,0,0,0,--,,--
31-Mar-11,South Eastern,Cardiology,Acute Services,65,57,36,18,--,,--
31-Mar-11,South Eastern,Dermatology,Acute Services,107,44,2,0,--,,--
31-Mar-11,South Eastern,Paediatrics,Acute Services,17,2,0,0,--,,--
31-Mar-11,South Eastern,Geriatric Medicine,Elderly Care,16,0,0,0,--,,--
31-Mar-11,South Eastern,Gynaecology,Acute Services,149,123,60,11,--,,--
31-Mar-11,South Eastern,GP Other,Acute Services,14,0,0,0,--,,--
31-Mar-11,South Eastern,Clinical Oncology,Acute Services,7,0,0,0,--,,--
31-Mar-11,Southern,General Surgery,Acute Services,874,894,519,186,--,,--
31-Mar-11,Southern,Urology,Acute Services,139,133,150,63,--,,--
31-Mar-11,Southern,T & O Surgery,Acute Services,75,66,18,8,--,,--
31-Mar-11,Southern,ENT,Acute Services,99,70,0,0,--,,--
31-Mar-11,Southern,Ophthalmology,Acute Services,115,67,0,0,--,,--
31-Mar-11,Southern,Oral Surgery,Acute Services,29,16,0,0,--,,--
31-Mar-11,Southern,Pain Management,Acute Services,69,100,93,55,--,,--
31-Mar-11,Southern,General Medicine,Acute Services,7,3,0,0,--,,--
31-Mar-11,Southern,Gastroenterology,Acute Services,239,177,165,98,--,,--
31-Mar-11,Southern,Haematology (Clinical),Acute Services,21,1,0,0,--,,--
31-Mar-11,Southern,Cardiology,Acute Services,294,223,128,54,--,,--
31-Mar-11,Southern,Dermatology,Acute Services,72,26,0,0,--,,--
31-Mar-11,Southern,Thoracic Medicine,Acute Services,2,0,0,0,--,,--
31-Mar-11,Southern,Neurology,Acute Services,0,4,0,0,--,,--
31-Mar-11,Southern,Rheumatology,Acute Services,247,207,154,55,--,,--
31-Mar-11,Southern,Paediatrics,Acute Services,5,2,0,0,--,,--
31-Mar-11,Southern,Gynaecology,Acute Services,183,110,0,0,--,,--
31-Mar-11,Southern,GP Other,Acute Services,63,9,0,0,--,,--
31-Mar-11,Southern,Clinical Oncology,Acute Services,6,0,0,0,--,,--
31-Mar-11,Western,General Surgery,Acute Services,901,525,372,98,--,,--
31-Mar-11,Western,Urology,Acute Services,204,122,115,29,--,,--
31-Mar-11,Western,T & O Surgery,Acute Services,165,105,72,54,--,,--
31-Mar-11,Western,ENT,Acute Services,61,39,1,0,--,,--
31-Mar-11,Western,Ophthalmology,Acute Services,427,304,15,1,--,,--
31-Mar-11,Western,Oral Surgery,Acute Services,232,49,13,2,--,,--
31-Mar-11,Western,Pain Management,Acute Services,68,57,0,0,--,,--
31-Mar-11,Western,General Medicine,Acute Services,787,633,362,99,--,,--
31-Mar-11,Western,Cardiology,Acute Services,39,16,0,0,--,,--
31-Mar-11,Western,Paediatrics,Acute Services,5,2,0,0,--,,--
31-Mar-11,Western,Gynaecology,Acute Services,182,111,90,16,--,,--
31-Mar-11,Western,GP Other,Acute Services,91,4,0,0,--,,--
30-Jun-11,Belfast,General Surgery,Acute Services,559,356,386,173,--,,--
30-Jun-11,Belfast,Urology,Acute Services,590,376,369,219,--,,--
30-Jun-11,Belfast,T & O Surgery,Acute Services,239,195,135,65,--,,--
30-Jun-11,Belfast,ENT,Acute Services,188,178,196,50,--,,--
30-Jun-11,Belfast,Ophthalmology,Acute Services,965,"1,128","1,077",161,--,,--
30-Jun-11,Belfast,Oral Surgery,Acute Services,43,23,22,7,--,,--
30-Jun-11,Belfast,Paediatric Dentistry,Acute Services,23,10,23,8,--,,--
30-Jun-11,Belfast,Neurosurgery,Acute Services,56,23,3,3,--,,--
30-Jun-11,Belfast,Plastic Surgery,Acute Services,56,43,39,6,--,,--
30-Jun-11,Belfast,Paediatric Surgery,Acute Services,69,66,71,33,--,,--
30-Jun-11,Belfast,Thoracic Surgery,Acute Services,1,0,0,0,--,,--
30-Jun-11,Belfast,Pain Management,Acute Services,138,177,163,83,--,,--
30-Jun-11,Belfast,General Medicine,Acute Services,312,301,350,166,--,,--
30-Jun-11,Belfast,Gastroenterology,Acute Services,604,313,258,104,--,,--
30-Jun-11,Belfast,Endocrinology,Acute Services,13,0,1,0,--,,--
30-Jun-11,Belfast,Cardiology,Acute Services,270,165,77,12,--,,--
30-Jun-11,Belfast,Dermatology,Acute Services,27,10,6,0,--,,--
30-Jun-11,Belfast,Nephrology,Acute Services,13,2,0,1,--,,--
30-Jun-11,Belfast,Neurology,Acute Services,5,2,1,0,--,,--
30-Jun-11,Belfast,Rheumatology,Acute Services,1,0,0,0,--,,--
30-Jun-11,Belfast,Paediatrics,Acute Services,9,13,1,0,--,,--
30-Jun-11,Belfast,Gynaecology,Acute Services,217,172,78,22,--,,--
30-Jun-11,Belfast,Radiology,Acute Services,9,5,8,2,--,,--
30-Jun-11,Northern,General Surgery,Acute Services,"1,055",566,373,130,--,,--
30-Jun-11,Northern,Urology,Acute Services,160,65,59,44,--,,--
30-Jun-11,Northern,ENT,Acute Services,104,29,12,0,--,,--
30-Jun-11,Northern,Ophthalmology,Acute Services,13,19,9,0,--,,--
30-Jun-11,Northern,Oral Surgery,Acute Services,0,9,0,3,--,,--
30-Jun-11,Northern,Anaesthetics,Acute Services,0,2,0,0,--,,--
30-Jun-11,Northern,Pain Management,Acute Services,112,89,73,17,--,,--
30-Jun-11,Northern,General Medicine,Acute Services,69,48,103,68,--,,--
30-Jun-11,Northern,Gastroenterology,Acute Services,560,339,252,109,--,,--
30-Jun-11,Northern,Cardiology,Acute Services,29,14,7,7,--,,--
30-Jun-11,Northern,Dermatology,Acute Services,40,23,0,0,--,,--
30-Jun-11,Northern,Gynaecology,Acute Services,240,183,148,51,--,,--
30-Jun-11,Northern,GP Other,Acute Services,0,0,0,1,--,,--
30-Jun-11,Northern,Other,Acute Services,77,18,0,0,--,,--
30-Jun-11,South Eastern,General Surgery,Acute Services,591,236,99,20,--,,--
30-Jun-11,South Eastern,Urology,Acute Services,217,118,66,12,--,,--
30-Jun-11,South Eastern,T & O Surgery,Acute Services,10,3,0,1,--,,--
30-Jun-11,South Eastern,ENT,Acute Services,47,48,48,1,--,,--
30-Jun-11,South Eastern,Ophthalmology,Acute Services,160,173,39,0,--,,--
30-Jun-11,South Eastern,Oral Surgery,Acute Services,54,14,4,0,--,,--
30-Jun-11,South Eastern,Plastic Surgery,Acute Services,195,99,72,48,--,,--
30-Jun-11,South Eastern,Paediatric Surgery,Acute Services,23,19,7,0,--,,--
30-Jun-11,South Eastern,Pain Management,Acute Services,27,11,0,0,--,,--
30-Jun-11,South Eastern,General Medicine,Acute Services,362,160,38,3,--,,--
30-Jun-11,South Eastern,Gastroenterology,Acute Services,80,31,31,0,--,,--
30-Jun-11,South Eastern,Haematology (Clinical),Acute Services,1,0,0,0,--,,--
30-Jun-11,South Eastern,Cardiology,Acute Services,64,28,32,19,--,,--
30-Jun-11,South Eastern,Dermatology,Acute Services,56,14,7,0,--,,--
30-Jun-11,South Eastern,Paediatrics,Acute Services,14,0,1,0,--,,--
30-Jun-11,South Eastern,Geriatric Medicine,Elderly Care,19,1,0,0,--,,--
30-Jun-11,South Eastern,Gynaecology,Acute Services,166,122,50,8,--,,--
30-Jun-11,South Eastern,GP Other,Acute Services,21,1,0,0,--,,--
30-Jun-11,South Eastern,Clinical Oncology,Acute Services,3,0,0,0,--,,--
30-Jun-11,Southern,General Surgery,Acute Services,821,744,622,309,--,,--
30-Jun-11,Southern,Urology,Acute Services,148,155,194,69,--,,--
30-Jun-11,Southern,T & O Surgery,Acute Services,62,61,102,6,--,,--
30-Jun-11,Southern,ENT,Acute Services,110,108,1,1,--,,--
30-Jun-11,Southern,Ophthalmology,Acute Services,90,64,13,0,--,,--
30-Jun-11,Southern,Oral Surgery,Acute Services,29,23,7,0,--,,--
30-Jun-11,Southern,Pain Management,Acute Services,66,108,72,53,--,,--
30-Jun-11,Southern,General Medicine,Acute Services,8,1,1,0,--,,--
