id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,product_group,sub_classification,vendor,item_id,item_description,brand,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,weight_kilograms,freight_cost_usd,line_item_insurance_usd
10961,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,20-Aug-08,20-Aug-08,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,40000,288000,7.2,0.12,"Strides, Bangalore, India.",7393,6051.02,460.8
10962,Haiti,PMO - US,From RDC,N/A - From RDC,Air,3-Apr-08,3-Apr-08,HRDT,HIV test,SCMS from RDC,SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,100,25,1800,72,0.72,Inverness Japan,See DN-686 (ID#:10691),See DN-686 (ID#:10691),2.88
10963,Haiti,PMO - US,From RDC,N/A - From RDC,Air,21-Mar-08,21-Mar-08,ARV,Pediatric,SCMS from RDC,SKU0071,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Generic,240,160,2640,16.5,0.07,"Aurobindo Unit III, India",938,11340.2,4.22
10964,Uganda,PMO - US,From RDC,N/A - From RDC,Air,11-Jul-08,11-Jul-08,ARV,Pediatric,SCMS from RDC,SKU0005,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,240,4296,9021.6,2.1,0.01,"Aurobindo Unit III, India",1600,10314.28,14.43
10965,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,4-Jul-08,4-Jul-08,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,15000,393750,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",1365,9904.65,630
10966,Uganda,PMO - US,From RDC,N/A - From RDC,Air,11-Jul-08,11-Jul-08,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,1061,3607.4,3.4,0.06,"Aurobindo Unit III, India",106,1054.52,5.77
10967,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,26-Mar-08,26-Mar-08,HRDT,HIV test - Ancillary,SCMS from RDC,SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,100,240,1200,5,0.05,Inverness Japan,751,190.06,1.92
10968,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,21-Apr-08,21-Apr-08,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,760,7182,9.45,0.16,"Aurobindo Unit III, India",199,1917.53,11.49
10969,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,21-Apr-08,21-Apr-08,ARV,Pediatric,SCMS from RDC,SKU0076,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Generic,200,16,22.4,1.4,0.01,"Aurobindo Unit III, India",See DN-718 (ID#:10968),See DN-718 (ID#:10968),0.04
10970,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,23-Jun-08,23-Jun-08,ARV,Adult,SCMS from RDC,SKU0094,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Crixivan,180,1428,71400,50,0.28,"MSD, Haarlem, NL",2955,4551.52,114.24
10972,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,21-Mar-08,21-Mar-08,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,65524,622478,9.5,0.16,"Aurobindo Unit III, India",14599,32146.52,995.96
10973,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,30-Mar-08,30-Mar-08,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,37240,275576,7.4,0.12,"Cipla, Goa, India",See DN-687 (ID#:10697),See DN-687 (ID#:10697),440.92
10975,Guyana,PMO - US,From RDC,N/A - From RDC,Air,9-May-08,9-May-08,ARV,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,150,12330,82.2,0.68,ABBVIE Ludwigshafen Germany,34,1608.7,19.73
10976,Haiti,PMO - US,From RDC,N/A - From RDC,Air,19-Mar-08,19-Mar-08,HRDT,HIV test,SCMS from RDC,SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,100,30,2160,72,0.72,Inverness Japan,7,774.84,3.46
10977,Zambia,PMO - US,From RDC,N/A - From RDC,,9-May-08,9-May-08,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,40000,1050000,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",3512,1772.4,1680
10979,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,26-Jul-08,26-Jul-08,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,66268,490383.2,7.4,0.12,"Cipla, Goa, India",6606,22666.98,784.61
10980,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,26-Jul-08,26-Jul-08,ARV,Adult,SCMS from RDC,SKU0098,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Generic,30,8000,16000,2,0.07,"Cipla, Goa, India",See DN-813 (ID#:10979),See DN-813 (ID#:10979),25.6
10981,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,7-Aug-08,7-Aug-08,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,38975,280620,7.2,0.12,"Strides, Bangalore, India.",13123,9161.95,448.99
10982,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,9-Jul-08,9-Jul-08,ARV,Pediatric,SCMS from RDC,SKU0082,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Generic,60,11640,90210,7.75,0.13,"Aurobindo Unit III, India",16778,9043.65,144.34
10983,Haiti,PMO - US,From RDC,N/A - From RDC,Air,20-Oct-08,20-Oct-08,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,20186,64595.2,3.2,0.05,"Aurobindo Unit III, India",4218,43041.34,103.35
10984,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,9-Feb-09,9-Feb-09,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,15048,140698.8,9.35,0.16,"Aurobindo Unit III, India",1448,3613.31,275.77
10985,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,20-Jan-09,20-Jan-09,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,720,6732,9.35,0.16,"Aurobindo Unit III, India",66,772.04,13.19
10986,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,21-Oct-08,21-Oct-08,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,90323,668390.2,7.4,0.12,"Cipla, Goa, India",9635,52979.7,1069.42
10987,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,21-Oct-08,21-Oct-08,HRDT,HIV test - Ancillary,SCMS from RDC,SKU0022,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,100,5000,50,0.01,0,Inverness Japan,Weight Captured Separately,Invoiced Separately,0.1
10988,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,1-Dec-08,1-Dec-08,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,44432,151068.8,3.4,0.06,Hetero Unit III Hyderabad IN,2503,3629.37,296.09
10989,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,25-Aug-08,25-Aug-08,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,35400,120360,3.4,0.06,Hetero Unit III Hyderabad IN,1987,14931.8,192.58
10990,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,17-Nov-08,17-Nov-08,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,10000,262500,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",878,4401.4,514.5
10992,Zambia,PMO - US,From RDC,N/A - From RDC,Air,27-Aug-08,27-Aug-08,ARV,Adult,SCMS from RDC,SKU0104,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Generic,60,32017,124866.3,3.9,0.06,Mylan (formerly Matrix) Nashik,2353,3210.18,199.79
10993,Zambia,PMO - US,From RDC,N/A - From RDC,Air,20-Oct-08,20-Oct-08,ARV,Pediatric,SCMS from RDC,SKU0005,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,240,3200,6720,2.1,0.01,"Aurobindo Unit III, India",1120,8185.2,13.17
10994,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,3-Dec-08,3-Dec-08,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,21225,72165,3.4,0.06,"Aurobindo Unit III, India",2521,14336.95,141.44
10995,Uganda,PMO - US,From RDC,N/A - From RDC,Air,4-Feb-09,4-Feb-09,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,20000,236000,11.8,0.2,"Aurobindo Unit III, India",2283,13586.1,462.56
10996,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,16-Feb-09,16-Feb-09,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,76000,562400,7.4,0.12,"Cipla, Goa, India",8912,35513.01,1102.3
10997,Zambia,PMO - US,From RDC,N/A - From RDC,,20-Aug-08,20-Aug-08,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,50000,600500,12.01,0.4,Mylan (formerly Matrix) Nashik,3880,3817.12,960.8
10998,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,5-Sep-08,5-Sep-08,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,80000,576000,7.2,0.12,"Strides, Bangalore, India.",11515,Freight Included in Commodity Cost,921.6
10999,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,23-Sep-08,23-Sep-08,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,123317,912545.8,7.4,0.12,"Cipla, Goa, India",13253,64506.78,1460.07
11000,Uganda,PMO - US,From RDC,N/A - From RDC,Air,19-Mar-09,19-Mar-09,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,1893,22337.4,11.8,0.2,"Aurobindo Unit III, India",215,2408.91,43.78
11001,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9-Dec-08,9-Dec-08,ARV,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,42,1726.2,41.1,0.34,ABBVIE Ludwigshafen Germany,123,845.37,3.38
11003,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11-Feb-09,11-Feb-09,ARV,Pediatric,SCMS from RDC,SKU0102,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Stocrin/Sustiva,180,3271,55476.16,16.96,0.09,"MSD, Haarlem, NL",933,3409.91,108.73
11005,Haiti,PMO - US,From RDC,N/A - From RDC,Air,3-Mar-09,3-Mar-09,ARV,Pediatric,SCMS from RDC,SKU0102,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Stocrin/Sustiva,180,325,5512,16.96,0.09,"MSD, Haarlem, NL",2085,23866.2,10.8
11006,Haiti,PMO - US,From RDC,N/A - From RDC,Air,3-Mar-09,3-Mar-09,ARV,Adult,SCMS from RDC,SKU0094,"Indinavir 400mg [Crixivan], capsules, 180 Caps",Crixivan,180,56,2800,50,0.28,"MSD, Haarlem, NL",See DN-1100 (ID#:11005),See DN-1100 (ID#:11005),5.49
11007,Haiti,PMO - US,From RDC,N/A - From RDC,Air,3-Mar-09,3-Mar-09,ARV,Pediatric,SCMS from RDC,SKU0001,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,240,5216,10014.72,1.92,0.01,"Aurobindo Unit III, India",See DN-1100 (ID#:11005),See DN-1100 (ID#:11005),19.63
11008,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,6-Apr-09,6-Apr-09,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,76000,562400,7.4,0.12,"Cipla, Goa, India",8848,37040.86,1102.3
11009,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,27-Apr-09,27-Apr-09,ARV,Pediatric,SCMS from RDC,SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,40,1644,41.1,0.14,ABBVIE (Abbott) Logis. UK,52,1287.77,3.22
11010,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,30-Apr-09,30-Apr-09,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,23524,206070.24,8.76,0.15,"Aurobindo Unit III, India",3155,9021.82,403.9
11011,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,24-Sep-08,24-Sep-08,ARV,Adult,SCMS from RDC,SKU0052,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,336,2,76.72,38.36,0.11,ABBVIE (Abbott) France,See DN-917 (ID#:10745),See DN-917 (ID#:10745),0.12
11012,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4-Nov-08,4-Nov-08,ARV,Adult,SCMS from RDC,SKU0041,"Stavudine 15mg, capsules, 60 Caps",Generic,60,1000,1500,1.5,0.02,"Aurobindo Unit III, India",10435,121330.06,2.94
11013,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,20-Aug-08,20-Aug-08,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,5000,60050,12.01,0.4,Mylan (formerly Matrix) Nashik,4247,8231.95,96.08
11014,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4-Nov-08,4-Nov-08,ARV,Pediatric,SCMS from RDC,SKU0066,"Efavirenz 200mg, capsule, 90 Caps",Generic,90,1000,15260,15.26,0.17,"Aurobindo Unit III, India",See DN-944 (ID#:11012),See DN-944 (ID#:11012),29.91
11015,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,19-Jan-09,19-Jan-09,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,12304,322980,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",5197,21895.01,633.04
11016,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,19-Jan-09,19-Jan-09,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,139,3648.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",192,13538.35,7.15
11017,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2-Dec-08,2-Dec-08,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,500,1450,2.9,0.05,"Aurobindo Unit III, India",26,1096.71,2.84
11018,Haiti,PMO - US,From RDC,N/A - From RDC,Air,27-Oct-08,27-Oct-08,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,8192,90112,11,0.37,Mylan (formerly Matrix) Nashik,9516,101348.75,144.18
11019,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,29-Jan-09,29-Jan-09,ARV,Adult,SCMS from RDC,SKU0021,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,30,3068,52156,17,0.57,"Aspen-OSD, Port Elizabeth, SA",2002,10460.94,102.23
11020,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10-Dec-08,10-Dec-08,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,8100,23571,2.91,0.05,"Aurobindo Unit III, India",404,5866.29,46.2
11021,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,29-Sep-08,29-Sep-08,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,50000,600500,12.01,0.4,Mylan (formerly Matrix) Nashik,3842,15281.81,960.8
11022,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,1-Dec-08,1-Dec-08,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,32256,301593.6,9.35,0.16,"Aurobindo Unit III, India",5589,22758.49,591.12
11023,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,24-Mar-09,24-Mar-09,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,2871,75363.75,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",249,6443.61,147.71
11024,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,19-Mar-09,19-Mar-09,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,5426,61856.4,11.4,0.19,"Aurobindo Unit III, India",610,Freight Included in Commodity Cost,121.24
11025,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,19-Mar-09,19-Mar-09,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,49385,562989,11.4,0.19,"Aurobindo Unit III, India",5553,11492.86,1103.46
11026,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,28-Apr-09,28-Apr-09,ARV,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,12480,512928,41.1,0.34,ABBVIE Ludwigshafen Germany,2803,8669.38,1005.34
11027,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,20-Mar-09,20-Mar-09,ARV,Adult,SCMS from RDC,SKU0052,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,336,4660,31361.8,6.73,0.02,ABBVIE (Abbott) France,Weight Captured Separately,Invoiced Separately,61.47
11028,Haiti,PMO - US,From RDC,N/A - From RDC,Air,11-Aug-08,11-Aug-08,ARV,Pediatric,SCMS from RDC,SKU0066,"Efavirenz 200mg, capsule, 90 Caps",Generic,90,210,3360,16,0.18,"Aurobindo Unit III, India",26,997.46,5.38
11030,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,23-Mar-09,23-Mar-09,ARV,Pediatric,SCMS from RDC,SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,365,15001.5,41.1,0.14,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Invoiced Separately,29.4
11031,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,27-Apr-09,27-Apr-09,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,4000,48040,12.01,0.4,"Aurobindo Unit III, India",8523,35673.58,94.16
11032,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,27-Apr-09,27-Apr-09,ARV,Adult,SCMS from RDC,SKU0007,"Nevirapine 200mg, tablets, 60 Tabs",Generic,60,7350,22050,3,0.05,Hetero Unit III Hyderabad IN,404,3366.98,43.22
11033,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,11-May-09,11-May-09,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,37440,982800,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",5712,5873,1926.29
11037,Kenya,PMO - US,From RDC,N/A - From RDC,Truck,27-Apr-09,27-Apr-09,HRDT,HIV test,SCMS from RDC,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,15000,1200000,80,0.8,Inverness Japan,See DN-1189 (ID#:10759),See DN-1189 (ID#:10759),2352
11039,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,8-May-09,8-May-09,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,69491,792197.4,11.4,0.19,"Aurobindo Unit III, India",7798,15128.37,1552.71
11040,Guyana,PMO - US,From RDC,N/A - From RDC,Air,12-May-09,12-May-09,ARV,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,489,3770.19,7.71,0.13,"Aurobindo Unit III, India",28,1047.24,7.39
11540,Guyana,PMO - US,From RDC,N/A - From RDC,Air,25-Jul-08,25-Jul-08,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,431,1249.9,2.9,0.05,"Aurobindo Unit III, India",377,5228.67,2
11041,Uganda,PMO - US,From RDC,N/A - From RDC,Air,1-Jun-09,1-Jun-09,ARV,Adult,SCMS from RDC,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,260,6825,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",28,1180.71,13.38
11042,Uganda,PMO - US,From RDC,N/A - From RDC,Air,22-May-09,22-May-09,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,90,219.6,2.44,0.04,"Aurobindo Unit III, India",5,537.32,0.43
11043,Uganda,PMO - US,From RDC,N/A - From RDC,Air,1-Jun-09,1-Jun-09,ARV,Adult,SCMS from RDC,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,100,4110,41.1,0.34,ABBVIE Ludwigshafen Germany,23,1152.63,8.06
11044,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,28-Jun-09,28-Jun-09,ARV,Adult,SCMS from RDC,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,2106,5138.64,2.44,0.04,"Aurobindo Unit III, India",3545,3599.76,10.07
11045,Ghana,PMO - US,From RDC,N/A - From RDC,Truck,12-Aug-09,12-Aug-09,ARV,Adult,SCMS from RDC,SKU0041,"Stavudine 15mg, capsules, 60 Caps",Generic,60,150,1.5,0.01,0,"Aurobindo Unit III, India",See DN-1235 (ID#:10769),See DN-1235 (ID#:10769),0
11046,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,21-May-09,21-May-09,ARV,Adult,SCMS from RDC,SKU0029,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,30,1250,11250,9,0.3,Mylan (formerly Matrix) Nashik,1787,12798.04,22.05
11047,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8-Jun-09,8-Jun-09,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,100000,1100000,11,0.37,Hetero Unit III Hyderabad IN,7735,15922.67,2156
11048,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,5512,39245.44,7.12,0.12,"Cipla, Goa, India",1165,7329.83,76.92
11051,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5-Jun-09,5-Jun-09,ARV,Adult,SCMS from RDC,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,264,2312.64,8.76,0.15,Mylan (formerly Matrix) Nashik,27,1012.18,4.53
11052,Uganda,PMO - US,From RDC,N/A - From RDC,Air,1-Jun-09,1-Jun-09,ARV,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,105,809.55,7.71,0.13,"Aurobindo Unit III, India",6,1053.86,1.59
11053,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,21765,154966.8,7.12,0.12,"Strides, Bangalore, India.",1984,7329.83,303.73
11055,Uganda,PMO - US,From RDC,N/A - From RDC,Air,22-Jun-09,22-Jun-09,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,11216,127301.6,11.35,0.19,"Aurobindo Unit III, India",1894,13293.41,249.51
11056,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,16-Jun-09,16-Jun-09,ARV,Adult,SCMS from RDC,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,3994,45531.6,11.4,0.19,"Aurobindo Unit III, India",452,7329.83,89.24
11057,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,16-Jun-09,16-Jun-09,ARV,Pediatric,SCMS from RDC,SKU0066,"Efavirenz 200mg, capsule, 90 Caps",Generic,90,3000,45780,15.26,0.17,"Aurobindo Unit III, India",See DN-1296 (ID#:10779),See DN-1296 (ID#:10779),89.73
11058,Guyana,PMO - US,From RDC,N/A - From RDC,Air,18-Jun-09,18-Jun-09,ARV,Adult,SCMS from RDC,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,810,6245.1,7.71,0.13,"Aurobindo Unit III, India",47,1000.51,12.24
11060,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,19-Aug-09,19-Aug-09,ARV,Adult,SCMS from RDC,SKU0104,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Generic,60,10480,39824,3.8,0.06,"Cipla, Goa, India",786,11032.42,78.06
11061,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4-Sep-09,4-Sep-09,ARV,Adult,SCMS from RDC,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,37059,407649,11,0.37,Hetero Unit III Hyderabad IN,2876,4506.18,798.99
11062,Haiti,PMO - US,From RDC,N/A - From RDC,Air,31-Jul-09,31-Jul-09,ARV,Pediatric,SCMS from RDC,SKU0049,"Efavirenz 50mg, capsule, 30 Caps",Generic,30,1092,2446.08,2.24,0.07,"Aurobindo Unit III, India",1585,6811.39,4.79
